Klebsiella pneumoniae,0,0,1,3,330,1789,416,136,268,284,130,99,99,64,54,1,0,0,0,6,3674,0.25,,
Kocuria kristinae,0,0,0,0,0,0,0,21,6,58,24,10,18,34,0,0,0,0,0,2,171,-,,
Legionella pneumophila,0,0,92,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,122,-,,
Listeria monocytogenes,0,0,0,0,0,0,0,0,0,76,16,0,0,0,0,0,0,0,0,2,92,-,,
Moraxella catarrhalis,0,0,6,114,4080,1003,26,5,4,19,2,0,0,0,0,0,0,0,0,8,5259,0.125,,
Morganella morganii,0,0,0,4,174,152,31,6,5,17,19,5,14,1,4,0,1,0,0,5,433,0.25,,
Mycobacterium tuberculosis 7H9,0,0,0,0,0,0,145,1101,1530,333,210,484,665,0,0,0,0,0,0,2,4468,-,,
Neisseria gonorrhoeae,0,20,93,11,21,4,3,2,5,0,1,2,2,0,0,0,0,0,0,2,164,-,,
Neisseria meningitidis,0,1,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,-0.016,,
Peptostreptococcus spp,0,0,0,0,0,3,3,34,18,8,29,13,8,3,2,1,0,0,0,1,122,-,,
Prevotella spp,0,0,0,0,0,11,9,13,23,28,12,8,10,2,2,0,0,0,0,1,118,-,,
Proteus mirabilis,0,0,0,0,241,1827,634,123,45,75,124,98,55,13,19,3,0,0,0,9,3257,0.25,,
Proteus vulgaris,0,0,0,2,20,26,9,2,2,3,2,1,1,0,0,1,0,0,0,3,69,-0.25,,
Pseudomonas aeruginosa,0,0,0,0,19,98,387,2884,4692,2464,1745,1203,470,289,237,296,87,0,0,11,14871,2,,
Pseudomonas fluorescens group,0,0,0,0,0,3,19,42,38,10,6,4,1,4,0,0,0,0,116,1,243,-,,
Rothia aeria,0,0,0,0,0,0,0,8,21,3,3,1,0,4,0,0,0,0,0,1,40,-,,
Rothia dentocariosa,0,0,0,0,0,0,0,23,40,4,2,0,2,7,0,0,0,0,0,1,78,-,,
Rothia mucilaginosa,0,0,0,0,0,0,0,158,217,70,35,54,141,178,0,0,0,0,0,2,853,-,,
Rothia spp,0,0,0,0,0,0,0,179,259,92,44,60,143,184,0,0,0,0,0,1,961,-,,
Salmonella enterica,0,0,0,1,20,93,67,9,7,1,0,0,0,0,0,0,0,0,0,3,198,-0.25,,
Serratia marcescens,0,0,0,0,5,115,379,177,43,69,68,46,31,11,2,0,2,0,158,5,1106,-,,
Staphylococcus aureus,0,0,0,0,111,1428,10558,8835,1488,310,366,2507,1781,130,39,2,1,0,0,13,27556,0.5,,
Staphylococcus capitis,0,0,0,0,1,2,85,277,40,5,4,13,22,1,5,0,0,0,212,4,667,-0.5,,
Staphylococcus coagulase negative,0,0,0,0,4,73,1655,1344,206,46,251,580,328,42,32,2,0,0,0,8,4563,0.5,,
Staphylococcus epidermidis,0,0,0,0,17,28,2026,2579,272,121,783,1767,3581,144,402,0,0,0,216,9,11936,0.5,,
Staphylococcus haemolyticus,0,0,0,0,0,13,92,14,5,3,14,77,12,9,12,1,0,0,0,3,252,-0.5,,
Staphylococcus hominis,0,0,0,0,2,16,147,50,12,18,54,48,162,0,0,0,0,0,0,2,509,-,,
Staphylococcus saprophyticus,0,0,0,0,0,3,41,30,126,13,3,20,15,14,20,0,0,0,241,5,526,0.5,,
Staphylococcus warneri,0,0,0,0,0,1,40,134,10,3,1,4,9,2,16,0,0,0,249,3,469,-0.5,,
Stenotrophomonas maltophilia,0,0,0,1,0,7,23,88,375,466,290,108,73,30,3,0,0,0,149,6,1613,-,,
Streptococcus agalactiae,0,0,0,0,0,1,26,914,424,984,87,11,3,6,2,0,0,0,195,10,2653,2,,
Streptococcus bovis,0,0,0,0,0,0,0,1,5,120,43,1,0,0,0,0,0,0,0,1,170,-,,
Streptococcus group C,0,0,0,0,0,1,2,28,123,53,0,1,0,0,0,0,0,0,0,3,208,-1,,
Streptococcus group G,0,0,0,0,0,1,2,103,351,64,5,0,0,0,0,0,0,0,0,4,526,-1,,
Streptococcus mitis,0,0,0,0,0,1,0,0,36,205,51,2,0,0,0,0,0,0,0,1,295,-,,
Streptococcus oralis,0,0,0,0,0,0,0,0,5,81,17,2,0,0,0,0,0,0,0,1,105,-,,
Streptococcus pneumoniae,0,0,0,0,0,11,83,380,16757,64740,2574,123,196,374,66,23,4,2,231,18,85564,2,,
Streptococcus pyogenes,0,0,0,1,0,1,23,1903,20389,2647,1578,8,10,10,0,0,0,0,238,13,26808,2,,
Streptococcus sanguinis,0,0,0,0,0,0,1,2,47,49,16,0,0,0,0,0,0,0,0,1,115,-,,
"Streptococcus, viridans group",0,0,0,0,0,0,2,16,109,188,70,11,3,3,0,1,0,0,0,6,403,2,,
Yersinia enterocolitica,0,0,0,5,60,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,73,-,,
