Enterococcus faecalis,0,0,0,7,3,3,8,38,81,605,7278,11939,859,237,54,45,0,1,0,18,21158,16,
Enterococcus faecium,0,0,0,2,5,7,9,316,115,189,546,1624,700,382,460,3026,88,127,42,11,7638,16,
Enterococcus gallinarum,0,0,0,0,0,1,0,0,9,32,29,5,3,4,2,26,0,0,0,1,111,-,
Haemophilus influenzae,0,0,0,1,66,117,1320,7470,4237,1668,1418,419,3678,23,96,240,0,13,0,4,20766,-1,
Haemophilus parainfluenzae,0,0,0,0,7,6,8,5,20,25,21,12,25,0,0,0,0,0,0,1,129,-,
Kingella kingae,0,0,77,71,15,2,15,11,5,5,1,0,0,0,0,0,0,0,0,1,202,-,
Listeria monocytogenes,0,0,0,7,1,5,105,227,156,28,1,0,0,0,0,0,0,0,0,5,530,1,
Neisseria gonorrhoeae,0,1,100,692,450,1396,2669,2140,1414,1568,540,184,102,467,48,25,13,17,0,21,11826,-,
Neisseria meningitidis,0,4,7,61,548,1439,621,338,114,23,1,0,0,0,0,0,0,0,0,15,3156,0.25,
Pasteurella multocida,0,0,0,0,19,102,192,182,7,2,13,0,1,4,0,0,0,0,0,10,522,0.5,0.125 - 0.5
Peptostreptococcus spp,0,1,0,3,4,7,13,7,3,3,0,0,0,0,1,0,0,0,0,2,42,-,
Prevotella spp,0,0,0,8,10,8,9,3,3,7,3,16,3,7,8,3,0,2,0,1,90,-,
Staphylococcus aureus,0,0,82,490,429,180,158,269,730,737,651,616,2909,65,283,155,123,1,0,8,7878,0.125,
Staphylococcus aureus MRSA,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,19,172,0,0,2,199,-,
Staphylococcus aureus MSSA,0,0,0,0,14,26,3,1,2,2,3,4,10,13,37,30,143,0,0,2,288,-,
Staphylococcus auricularis,0,0,0,7,9,2,7,1,2,7,3,6,5,2,5,9,0,0,0,1,65,-,
Staphylococcus capitis,0,0,0,31,19,5,12,20,13,8,11,12,14,24,28,17,0,0,0,1,214,-,
Staphylococcus coagulase negative,0,0,0,3,27,10,16,26,30,22,27,42,93,92,88,55,94,0,0,2,625,-,
Staphylococcus epidermidis,0,0,3,227,143,81,140,205,351,500,669,842,1028,756,514,275,53,0,0,5,5787,-,
Staphylococcus epidermidis MSSE,0,0,0,3,13,4,2,3,0,2,4,5,10,9,14,8,7,0,0,2,84,-,
Staphylococcus haemolyticus,0,0,0,14,21,7,9,16,11,13,19,20,37,65,87,343,32,0,0,3,694,-,
Staphylococcus hominis,0,0,0,38,9,5,13,27,28,32,39,42,88,83,78,26,0,0,0,1,508,-,
Staphylococcus hyicus,0,0,1,16,45,3,2,1,1,3,33,0,0,0,0,0,0,0,0,4,105,-0.06,0.008 - 0.125
Staphylococcus lugdunensis,0,0,1,7,6,24,63,14,5,14,16,17,8,3,5,3,0,0,0,3,186,-0.125,
Staphylococcus pseudintermedius,0,0,4,36,3,8,2,5,7,4,35,0,0,0,0,0,0,0,0,3,104,-0.03,0.004 - 0.125
Staphylococcus saprophyticus,0,0,0,7,8,15,28,54,4,3,10,3,13,18,20,8,0,0,0,2,191,-,
Staphylococcus simulans,0,0,0,8,6,3,4,3,2,13,4,12,13,13,15,12,0,0,0,1,108,-,
Staphylococcus warneri,0,0,0,8,9,9,5,6,13,16,11,20,14,21,17,13,0,0,0,1,162,-,
Staphylococcus xylosus,0,0,0,4,1,1,4,0,3,3,6,6,8,9,1,2,0,0,0,1,48,-,
Streptococcus acidominimus,0,0,0,0,8,3,2,0,2,1,0,1,1,0,0,0,0,0,0,1,18,-,
Streptococcus agalactiae,0,0,8,188,1629,1346,85,4,0,1,0,0,0,0,0,0,0,0,0,9,3261,0.125,
Streptococcus anginosus,0,0,1,37,161,104,23,11,6,4,2,0,0,0,0,0,0,0,0,5,349,0.25,
Streptococcus bovis,0,0,0,0,36,31,12,3,0,0,0,0,0,0,0,0,0,0,0,2,82,-,
Streptococcus constellatus,0,0,0,39,263,97,38,3,1,1,1,1,2,0,2,1,0,0,0,3,449,-0.25,
Streptococcus dysgalactiae,0,0,0,0,183,12,2,0,1,0,0,0,1,0,0,0,0,0,0,1,199,-,
Streptococcus equinus,0,0,0,0,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,-,
Streptococcus gordonii,0,0,0,0,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,12,-,
Streptococcus group C,0,0,0,159,38,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,215,-,
Streptococcus group F,0,0,0,6,19,24,6,1,0,0,0,0,0,0,0,0,0,0,0,1,56,-,
Streptococcus group G,1,59,102,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,193,0.064,
Streptococcus intermedius,0,0,0,11,31,18,7,5,5,5,2,1,2,0,0,0,0,0,0,2,87,-,
Streptococcus milleri,0,0,0,28,55,27,16,0,2,1,0,0,0,0,1,0,0,0,0,1,130,-,
Streptococcus mitis,0,0,0,94,190,92,106,69,35,38,25,23,19,3,1,4,0,0,0,3,699,-0.25,
Streptococcus mutans,0,0,0,13,21,2,3,3,1,0,1,1,0,0,0,0,0,0,0,2,45,-,
Streptococcus oralis,0,0,6,85,218,94,80,29,24,20,19,14,16,2,0,0,0,0,0,6,607,0.25,
Streptococcus parasanguis,0,0,0,0,19,7,13,13,4,3,5,1,0,0,0,0,0,0,0,2,65,-,
Streptococcus pneumoniae,107,828,4804,13792,5940,1923,1048,1166,972,956,2563,2010,172,0,0,0,0,0,0,33,36281,0.064,
Streptococcus pyogenes,9,175,1004,1426,54,7,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2677,0.032,
Streptococcus salivarius,0,0,0,10,50,47,45,15,17,7,3,2,2,0,0,0,0,0,0,3,198,-0.25,
Streptococcus sanguinis,0,0,0,30,38,35,40,25,27,9,14,5,4,1,0,0,0,0,0,3,228,-0.25,
Streptococcus vestibularis,0,0,0,0,2,5,2,1,3,1,0,0,0,0,0,0,0,0,0,1,14,-,
"Streptococcus, viridans group",0,0,13,57,146,171,76,43,28,16,18,9,8,0,0,3,1,0,0,5,589,0.25,
