Clostridioides difficile,0,0,0,0,0,0,5,3,4,31,524,1540,746,96,10,0,2,0,0,2,2961,-,
Clostridium perfringens,0,0,0,11,20,33,18,12,6,0,0,0,0,0,0,0,0,0,0,1,100,-,
Enterobacter agglomerans,0,0,0,0,0,0,0,19,72,81,8,3,0,0,0,0,0,0,0,1,183,-,
Enterobacter cloacae,0,4,8,41,150,517,1551,3576,4033,1137,340,69,28,27,11,1,0,0,59,37,11552,1,
Enterobacter dissolvens,0,0,0,0,0,0,4,6,7,1,1,0,0,0,0,0,0,0,0,1,19,-,
Enterococcus avium,0,0,0,0,0,1,0,9,15,26,5,9,2,37,0,0,0,0,0,1,104,-,
Enterococcus casseliflavus,0,0,0,0,0,0,0,5,30,7,8,3,1,5,0,0,0,0,0,1,59,-,
Enterococcus faecalis,0,0,0,5,8,28,161,375,2505,6752,4697,1240,339,174,70,5,3,0,184,19,16546,4,
Enterococcus faecium,0,0,0,0,0,11,15,18,43,112,101,213,71,3134,36,214,127,143,0,8,4238,4,
Enterococcus gallinarum,0,0,0,0,0,0,0,0,18,28,24,8,4,29,0,0,0,0,0,1,111,-,
Escherichia coli,0,0,7,39,140,2511,7480,4691,1029,215,87,28,8,9,3,5,1,0,0,63,16253,0.5,
Escherichia coli ATCC 25922,0,0,0,0,0,0,64,9,0,0,0,0,0,0,0,0,0,0,0,1,73,-,
Escherichia coli NCTC 13846,0,0,0,0,0,0,29,16,7,0,0,0,0,0,0,0,0,0,0,1,52,-,
Haemophilus influenzae,0,0,5,0,18,187,322,1038,1454,605,217,77,25,7,2,1,0,0,0,13,3958,2,
Haemophilus parainfluenzae,0,0,0,0,7,8,36,107,90,51,23,8,1,0,0,0,0,0,0,3,331,-2,
Klebsiella aerogenes,0,0,1,4,1,27,238,728,1132,992,360,76,35,23,17,14,2,1,49,26,3700,2,
Klebsiella oxytoca,0,0,4,9,13,222,1887,1705,831,88,50,13,5,3,2,0,0,0,0,59,4832,1,
Klebsiella pneumoniae,0,0,12,16,40,1178,11945,8132,6425,932,211,49,19,29,6,5,1,0,0,45,29000,1,
Klebsiella pneumoniae ATCC 700603,0,0,0,0,0,0,11,18,12,1,0,0,0,0,0,0,0,0,0,1,42,-,
Moraxella catarrhalis,0,0,5,11,77,132,163,26,19,2,0,0,0,0,0,0,0,0,0,4,435,-0.25,
Morganella morganii,0,0,0,1,1,3,30,34,119,479,1153,554,86,29,25,1,0,0,98,17,2613,4,
Mycobacterium abscessus,0,0,0,0,0,0,0,0,0,0,12,8,30,43,37,10,44,0,0,3,184,-,
Neisseria gonorrhoeae,0,0,0,6,18,13,33,8,0,1,0,0,0,0,0,0,0,0,0,2,79,-,
Nocardia cyriacigeorgica,0,0,0,0,0,0,0,9,7,10,6,3,1,0,0,4,0,0,0,1,40,-,
Nocardia takedensis,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,-,
Parabacteroides distasonis,0,0,0,0,1,5,11,8,3,0,0,0,0,0,0,0,0,0,0,1,28,-,
Peptostreptococcus spp,0,0,20,29,70,24,4,7,4,1,0,0,0,0,0,0,0,0,0,2,159,-,
Plesiomonas shigelloides,0,0,0,0,0,1,42,18,0,0,0,0,0,0,0,0,0,0,0,1,61,-,
Porphyromonas spp,0,0,0,1,72,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,81,-,
Proteus mirabilis,0,0,1,2,2,55,548,1659,3054,4617,4101,1155,134,47,34,2,0,0,123,18,15534,4,
Proteus vulgaris,0,0,0,0,1,8,88,124,244,370,384,150,38,12,12,0,0,0,131,11,1562,4,
Providencia rettgeri,0,0,0,0,0,0,0,2,26,47,34,9,0,0,0,0,0,0,0,2,118,-,
Providencia stuartii,0,0,0,0,0,1,2,20,69,101,61,26,2,0,0,0,0,0,0,3,282,-4,
Pseudomonas aeruginosa,0,0,1,2,5,80,272,1174,8348,24802,12746,4268,4113,6840,629,366,20,27,108,69,63801,4,
Pseudomonas aeruginosa ATCC 27853,0,0,0,0,0,0,0,0,0,3,26,15,1,0,0,0,0,0,0,1,45,-,
Rothia dentocariosa,0,0,0,0,0,0,154,3,0,0,0,0,0,0,0,0,0,0,0,1,157,-,
Salmonella enterica,0,0,0,0,0,70,878,2668,2232,30,12,0,0,0,0,0,0,0,0,8,5890,1,
Salmonella Enteritidis,0,0,0,0,0,1,38,218,310,1,0,0,0,0,0,0,0,0,0,2,568,-,
Salmonella Paratyphi,0,0,0,0,0,0,13,22,34,0,0,0,0,0,0,0,0,0,0,1,69,-,
Salmonella Typhi,0,0,0,0,0,2,123,87,110,0,1,0,0,0,0,0,0,0,0,1,323,-,
Salmonella Typhimurium,0,0,0,0,0,1,15,72,100,0,1,0,0,0,0,0,0,0,0,1,189,-,
Serratia liquefaciens,0,0,0,0,0,0,14,74,103,76,30,11,2,5,0,0,0,0,140,4,455,-2,
Serratia marcescens,0,0,1,8,1,10,149,1071,3142,2379,971,169,10,28,5,0,0,1,157,9,8102,2,
Shigella flexneri,0,0,0,0,0,14,85,48,173,1,0,0,0,0,0,0,0,0,0,1,321,-,
Shigella sonnei,0,0,0,0,0,30,215,59,121,1,0,0,0,0,0,0,0,0,0,1,426,-,
Staphylococcus aureus,0,12,246,1457,1737,874,269,136,117,59,51,12,9,3,3,4,0,1,0,34,4990,0.125,
Staphylococcus aureus ATCC 29213,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,-,
Staphylococcus coagulase negative,6,25,157,269,242,147,107,46,38,24,14,15,10,10,16,18,0,0,0,7,1144,0.125,
Staphylococcus hominis,0,0,6,12,10,2,3,6,2,2,0,0,0,0,2,0,0,0,0,1,45,-,
Staphylococcus saprophyticus,0,0,0,14,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,-,
Stenotrophomonas maltophilia,0,0,0,0,0,0,9,16,11,12,7,21,32,4199,1,84,62,31,2,10,4487,-,
Streptococcus agalactiae,0,2,85,151,123,79,46,1,1,4,2,0,0,0,0,0,0,0,0,6,494,0.125,
Streptococcus anginosus,0,0,2,19,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,44,-,
Streptococcus group G,8,31,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,-,
Streptococcus intermedius,0,0,2,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,-,
Streptococcus oralis,0,20,43,54,41,14,12,5,3,2,2,0,0,0,0,0,0,0,0,4,196,-,
Streptococcus pneumoniae,59,666,282,98,129,41,73,39,12,0,1,1,0,0,0,0,0,0,0,9,1401,0.016,
Streptococcus pneumoniae ATCC 49619,0,0,0,7,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,-,
Streptococcus pyogenes,62,346,137,99,61,14,1,1,1,0,0,0,0,0,0,0,0,0,0,9,722,0.064,
"Streptococcus, viridans group",0,14,66,131,113,83,37,19,24,7,1,2,0,2,0,1,0,0,0,6,500,0.125,
