Enterococcus faecalis,0,0,0,0,3,44,250,2397,1647,143,88,66,1314,659,12,0,0,0,188,9,6811,1,,
Enterococcus faecium,0,0,0,0,0,4,9,16,21,60,128,84,108,93,46,2,0,0,0,4,571,-1,,
Escherichia coli,0,0,9,78,932,1048,164,79,111,51,20,21,153,227,244,67,14,1,0,7,3219,0.25,,
Escherichia coli ATCC 25922,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,-,,
Haemophilus influenzae,0,47,662,7349,5043,855,147,33,13,8,11,7,1,0,1,0,0,0,0,18,14177,0.125,,
Haemophilus parainfluenzae,0,0,12,48,75,129,112,86,26,5,3,1,0,0,0,0,0,0,0,2,497,-,,
Klebsiella aerogenes,0,0,0,0,16,54,71,7,13,14,9,2,8,4,9,0,0,0,0,3,207,-0.25,,
Klebsiella oxytoca,0,0,0,0,42,276,156,28,15,23,29,9,66,1,2,0,0,0,0,4,647,-0.25,,
Klebsiella pneumoniae,0,0,1,1,219,1398,1240,278,347,301,117,93,116,63,73,8,2,0,0,7,4257,0.25,,
Listeria monocytogenes,0,0,0,0,0,1,3,24,300,66,0,0,0,0,0,0,0,0,0,3,394,-1,,
Moraxella catarrhalis,0,0,1,45,653,2827,586,80,7,4,1,2,0,0,0,0,0,0,0,11,4206,0.25,,
Morganella morganii,0,0,0,2,16,127,343,152,23,15,9,30,42,14,4,6,2,0,0,8,785,0.5,,
Mycobacterium tuberculosis 7H9,0,0,0,0,0,483,1009,1308,462,262,433,403,66,0,0,0,0,0,0,3,4426,-,,
Neisseria gonorrhoeae,128,100,223,396,282,42,15,13,9,32,47,81,144,43,3,0,0,0,0,6,1558,0.032,,
Parabacteroides distasonis,0,0,0,0,0,2,6,33,56,15,4,1,2,3,2,0,0,0,0,3,124,-,,
Peptostreptococcus micros,0,0,0,0,1,1,6,74,20,1,6,2,0,0,0,0,0,0,0,1,111,-,,
Peptostreptococcus spp,0,0,0,0,1,11,46,54,32,9,6,3,2,0,1,0,0,0,0,2,165,-,,
Proteus mirabilis,0,0,0,0,12,89,487,1550,714,116,46,79,199,45,30,5,2,0,0,10,3374,1,,
Proteus vulgaris,0,0,0,0,18,72,277,299,73,28,14,2,11,2,1,0,1,0,0,8,798,1,,
Pseudomonas aeruginosa,0,0,0,1,17,19,86,236,758,1924,976,620,671,208,180,182,443,8,0,9,6329,4,,
Rothia dentocariosa,0,0,0,0,0,0,69,34,12,13,26,14,2,1,3,0,0,0,0,1,174,-,,
Serratia marcescens,0,0,0,0,2,12,88,171,97,33,34,15,10,2,0,0,0,0,0,4,464,-1,,
Staphylococcus aureus,0,0,0,144,5428,6123,1821,232,131,255,649,530,1171,4,2,0,0,0,0,11,16490,0.25,,
Staphylococcus capitis,0,0,0,0,11,99,174,14,4,9,6,8,11,2,0,0,0,0,214,2,552,-,,
Staphylococcus coagulase negative,0,0,0,0,19,145,69,11,9,83,88,75,12,2,1,0,0,0,0,4,514,-0.25,,
Staphylococcus epidermidis,0,0,0,0,298,1750,1360,163,570,1600,1948,1049,557,181,0,0,0,0,218,5,9694,0.25,,
Staphylococcus hominis,0,0,0,0,10,71,20,7,12,54,27,86,48,0,0,0,0,0,0,1,335,-,,
Staphylococcus lugdunensis,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,8,-,,
Staphylococcus saprophyticus,0,0,0,0,1,22,67,23,6,16,19,12,5,5,0,0,0,0,243,3,419,-0.25,,
Staphylococcus warneri,0,0,0,0,2,41,86,4,1,1,6,6,6,8,0,0,0,0,251,2,412,-,,
Stenotrophomonas maltophilia,0,0,0,1,16,39,145,183,134,125,55,27,20,2,3,0,0,0,0,6,750,-,,
Streptococcus agalactiae,0,0,1,0,6,56,371,435,61,11,0,9,0,0,0,0,0,0,197,15,1147,0.5,,
Streptococcus anginosus,0,0,0,1,12,27,122,98,4,0,1,0,0,0,0,0,0,0,0,5,265,0.5,,
Streptococcus bovis,0,0,1,0,2,1,17,62,18,1,1,1,0,0,0,0,0,0,0,6,104,0.5,,
Streptococcus constellatus,0,0,1,0,15,44,158,124,18,4,2,0,0,0,0,0,0,0,0,6,366,0.5,,
Streptococcus dysgalactiae,0,0,0,0,7,11,80,72,12,1,2,0,0,0,0,0,0,0,0,3,185,-,,
Streptococcus group C,0,0,0,0,1,3,21,5,0,0,0,0,0,0,0,0,0,0,0,3,30,-0.25,,
Streptococcus group G,0,0,0,0,0,7,29,5,0,0,0,0,0,0,0,0,0,0,0,3,41,-0.25,,
Streptococcus intermedius,0,0,0,0,2,6,16,1,0,0,0,0,0,0,0,0,0,0,0,4,25,-0.5,,
Streptococcus milleri,0,0,0,0,0,7,25,18,0,0,0,0,0,0,0,0,0,0,0,2,50,-,,
Streptococcus mitis,0,0,0,0,12,18,152,82,12,1,0,3,3,0,0,0,0,0,0,6,283,0.5,,
Streptococcus mutans,0,0,0,0,0,0,6,14,1,0,0,0,0,0,0,0,0,0,0,1,21,-,,
Streptococcus oralis,0,0,0,0,21,19,95,60,8,0,1,0,2,0,0,0,0,0,0,1,206,-,,
Streptococcus pneumoniae,0,0,1,12,167,3570,18150,4183,313,35,97,67,17,1,0,0,0,0,233,26,26846,0.5,,
Streptococcus pyogenes,0,0,0,2,36,696,3518,1051,129,6,1,1,0,1,0,0,0,0,240,15,5681,0.5,,
Streptococcus salivarius,0,0,0,0,11,7,47,40,12,1,0,0,0,0,0,0,0,0,0,5,118,0.5,,
Streptococcus sanguinis,0,0,0,0,1,6,44,22,4,0,0,0,1,0,0,0,0,0,0,6,78,0.5,,
"Streptococcus, viridans group",0,0,0,0,1,42,145,64,8,3,3,0,0,0,0,0,0,0,0,3,266,-0.5,,
